line_text,speaker
"On the high seas, Captain Jack is the leader. On the land it's Michael. On the ramp up to the boat, I was a bit conflicted. But now that I'm here, I'll follow Captain Jack to hell and back.",Dwight
"Hey, Captain Jack, what kind of fish they got in this lake?",Dwight
"Perch, bass.",Captain Jack
"You know, my grandfather told me there was a monster here that eats Catholics. Have you heard...",Dwight
"I haven't heard that, Dwight.",Captain Jack
"If the hull is breached for any reason or the boat is overtaken, I am a volunteer Sheriff's Deputy, and you can count on me.",Dwight
"That's good to know, Dwight. Thanks.",Captain Jack
"Your problem now, Captain Jack.",Michael
Hey. You know what the best way of studying is?,Michael
"At home, not on a boat?",Ryan
Flash cards.,Michael
Flash cards. Doesn't really help me right now because I'm on a boat.,Ryan
You are gonna get seasick if you keep reading in here.,Michael
Well...,Ryan
"Yeah! All right. All right. That was awesome. All right, looks like the guitar player's gonna take a little break. So this'd be a great time to head on over to the taco bar. All right.",Captain Jack
"That is a great way to kill this party. Not on my watch. Let's, uh,... Let's rock. Let's rock some stuff here, okay? [playing badly] Okay... I'm hearing a little too much reverb. [feedback echoing] Can we down the reverb? All right. Follow my lead. [playing Smoke on the Water] Does you guys know that? Take the bass. Take the drums. What?",Michael
Do you want me to give it a shot? Just...,Creed
You know what? I don't think it's in...,Michael
I...,Creed
That's not in tune. I don't know if you can...,Michael
"I don't know, let's try.",Creed
"...make much of out of it, Creed. Good luck to you. I don't know. It is a defective ax, my friend.",Michael
All right.,Creed
Good luck.,Michael
"Guys, E, blues. Follow me, okay? [playing well]",Creed
Yeah!,Roy
"Back in the '60s, I was with the Grass Roots. We toured with Janis Joplin, The Doors, Cream. We had a lot of fun, And now I do quality assurance for a paper company. As you can imagine, drugs played a part. They still do. My work calls last about 90 seconds, and that's about as long as I can concentrate.",Creed
Those slide moves are just bush league. I hope I die before I'm old.,Michael
[throwing up],Ryan
"[speaking Spanish] Por favor, tequila seoor.",Darryl
I think you've had enough.,Angela
"What you say, bitch? You know, you might be right.",Darryl
You've been to the lake before?,Pam
"Yes, I have. [kisses Pam]",Roy
Should have done it a long time ago.,Roy
"Yes, you should have.",Pam
"I do what's right whenever I figure it out. I love you, babe.",Roy
Love you.,Pam
You should make a toast.,Katy
"No, I really don't want to.",Jim
"Jim, come on, don't be shy.",Katy
"Everybody, everybody? There is a toast. Come on...",Katy
Yeah! Toast!,Michael
"Yeah, toast! Toast! Toast!",Katy
Yeah.,Pam
Come on.,Roy
"Thanks, Katy. Um, didn't really prepare anything to say. We're all caught pretty unprepared with this whirlwind courtship. I guess I just wanna say that Pam is the greatest. My best friend. And she's awesome. And...",Jim
"Okay, okay. My turn, my turn. Is this thing on? Uh, I want to congratulate the happy couple. You know, they say that marriage is an institution. And I say, who wants to be in an institution?",Dwight
"That's my line! That's my line, That's... I always say that at weddings. So I'll just think of something else to say. I... [band starts playing]",Michael
Cheers.,Katy
"Hey, Jim. You got a hat?",Michael
Yeah.,Jim
Thanks.,Michael
[to Angela] So this is...,Phyllis
"[storms out of Michael's office] Well, we're not going to Florida.",Stanley
"Oh. Someplace with a pool, then?",Phyllis
[gives Phyllis a look],Stanley
"...Lord of the Rings trilogy, if you see it back to back, it's really long. But it's good.",Oscar
"[off camera] Yeah, that's right.",Jim
"Dunder Mifflin, this is Pam.",Pam
Pam! It's Michael. Help me! I need help right now.,Michael
"Michael, what's wrong?",Pam
"I'm hurt, I have hurt myself. Oh my God!",Michael
"Ok, wait wait wait wait...",Pam
"Ungh, this is not looking good Pam!",Michael
"Michael, do you need me to call an ambulance?!",Pam
"No, I want you to pick me up.",Michael
What?,Jim
Ok...,Pam
What's going on?,Jim
"Wait a second, I thought you said that you were hurt.",Pam
I am hurt. I hurt my foot.,Michael
I'm sorry? Pam.,Jim
[exasperated],Pam
What is going on?,Jim
I want to come to work. But I need you to come and pick me up. [Jim lunges across Pam's desk and puts Michael on speakerphone],Michael
OH GOD!,Michael
"Hey, whoa, Michael...",Jim
Oh God!,Michael
"It's, okay, it's Jim. Just say again, uh, really loudly what happened.",Jim
"OK, buhhhh, I burned my foot very badly on my Foreman Grill and I now need someone to come and bring me into work.",Michael
You burned,Jim
"I enjoy having breakfast in bed. I like waking up to the smell of bacon, sue me. And since I don't have a butler, I have to do it myself. So, most nights before I go to bed, I will lay six strips of bacon out on my George Foreman Grill. Then I go to sleep. When I wake up, I plug in the grill, I go back to sleep again. Then I wake up to the smell of crackling bacon. It is delicious, it's good for me. It's the perfect way to start the day. Today I got up, I stepped onto the grill and it clamped down on my foot... that's it. I don't see what's so hard to believe about that.",Michael
"Pam, could you come get me?!",Michael
"Uh, I have to stay here and answer the phone.",Pam
"Ok, could someone come and get me please, Ryan?",Michael
"Michael, you should stay home and rest.",Phyllis
There's no toilet paper here. Could Ryan... tell Ryan to bring toilet paper. Could you tell 'em that?,Michael
Can you hop?,Kevin
"I tried hopping, Kevin, and I bumped my elbow against the wall and now my elbow has a protruberance.",Michael
[panicked] No one wants to pick me up!?,Michael
"[silence, Dwight enters the office] What is going on? What is going on?",Dwight
"Michael, is, um, sick and he wants one of us to rescue him.",Pam
I'm not sick! I'm burned!,Michael
I'm coming Michael!,Dwight
Oh...,Jim
I'm gonna save you!,Dwight
Don't... is that Dwight? I do not want Dwight.,Michael
Hold on Michael! I am coming! Wait there!,Dwight
I don't want Dwight!,Michael
"Michael, why don't you call your girlfriend?",Pam
I don't have a girlfriend.,Michael
But you said that you went out with her this weekend.,Jim
"It was all made up. Just someone come, ok? Anyone. Anyone but Dwight.",Michael
[sounds of a car crash] What was that...,Jim
What was that?! [everyone runs to Michael's office window],Pam
Oh!,Jim
Ohhhhhh!,Pam
He hit the pole!,Jim
"It's broken right, he can't...",Jim
Oh my gosh.,Pam
"Oh Dwight, Dwight, [Dwight pukes on his back windshield] Ohhhhhh!",Jim
Oh my God!,Jim and Pam
Is he ok?,Pam
"He's still driving... Dwight, you forgot your bumper!",Jim
Hellooo? ... Please don't send Dwight!,Michael
"Morning everyone. Don't freak out. I forbid anybody to freak out. Clearly, I have had a very serious accident, but I will recover, God willing. I just want to be treated normally today. Normal would actually be good, considering the trauma that I've been through.",Michael
"You missed two big conference calls today, one with corporate.",Pam
Did you explain why?,Michael
"No, I didn't mention that you cooked your foot.",Pam
"Burned my foot, Pam.",Michael
Please stop popping my cast. Thank you.,Michael
"So, where are you shipping your foot?",Jim
Ha ha ha. So where are you shipping...,Michael
Your foot?,Dwight
"Thank you. Pam, messages please?",Michael
You didn't have any.,Pam
"Really, well, it, uh, seemed very important to you earlier that you needed to stay and...",Michael
And do my job?,Pam
"No, your job is being my friend, Pam. OW! God!",Michael
[holding mini-fan] It slipped.,Dwight
What?,Michael
Sorry.,Dwight
"It's just that before, you said that you didn't want any special treatment.",Pam
"I don't want any special treatment, Pam. I just want you to treat me like you would some family member who's undergone some sort of serious physical trauma. I don't think that's too much to ask.",Michael
"Do you want some aspirin, because you seem a little fussy.",Pam
"No, I don't want some aspirin, yeah I'm a little fussy. Aspirin's not gonna do a damn thing. I'm sitting here with a bloody stump of a foot.",Michael
"Hey, Pam, I'm assistant regional manager, and I can take care of him. Part of my duties are to.",Dwight
What? Part of your duties are to what?,Michael
What?,Dwight
You just said 'part of your duties are to' something.,Michael
"No, I didn't.",Dwight
"Yes, you did. What is wrong with you?",Michael
What is wrong with,Dwight
Where is my cornbread?,Michael
Here you go.,Ryan
Thank you. Did you get all dark meat like I like?,Michael
Yes. I ordered three full rotisserie chickens worth of all dark meat.,Ryan
Where are the yams?,Michael
They were out of yams. I got you creamed spinach.,Ryan
Did you go to the one in Stroudsburg?,Michael
Yes.,Ryan
And they had no yams?,Michael
They had no yams.,Ryan
How strange. Because they always have yams.,Michael
"Aw, man, is that a Prism Duro-Sport?",Dwight
You've seen one of these?,Pam
"Yeah, they're like an i-Pod only they're better 'cause they're chunkier and more solid.",Dwight
Roy gave it to me for Christmas. I'm trying to figure out how to put songs on it.,Pam
"Oh, no no no. Don't go there. I know this Russian website where you can download songs for two cents a piece.",Dwight
Really?,Pam
"Yeah, I'll write down the address for you. Only, the only thing is, is that all the songs are in Russian. ... Kidding!",Dwight
"Oh! Ha, haha.",Pam
"Why would they all be...? Ok, see you later, Pan.",Dwight
Pan?,Pam
Pam... PAAAM!?,Michael
"Oh, God.",Pam
[phone rings] What.,Pam
Come here please.,Michael
Tell me before I come there.,Pam
I want you to rub butter on my foot.,Michael
No.,Pam
"Pam, please? I have Country Crock.",Michael
No.,Pam
"Uh, ow. Ryan! ... Ryaaaaan ... RYYYYAN!",Michael
These covers are totally indestructible.,Dwight
Really?,Pam
Yeah. Throw it. I promise it won't break. Chuck it. [Pam throws her mp3 player],Dwight
"Oh no, it's broken.",Dwight
What?!,Pam
"No, it's fine. I told you it wouldn't break. You could throw it all day long.",Dwight
That is so cool. Thanks Dwight!,Pam
Yep.,Dwight
"So, I guess Pam and Dwight are friends now.",Jim
"Oh God no, Dwight isn't my friend... Oh my God! Dwight's kind of my friend!",Pam
"No, nope, no one is helping me out at all Mom. No, I'm not gonna call Jan. She'd just worry... drive down here and make a big thing... Who told you that? No, it was mutual. What is Pam doing chatting with you?",Michael
Huh. Do you like candy?,Dwight
It's alright.,Angela
Cause you're sweeter than candy.,Dwight
What is wrong with you? [Dwight pats Angela on the rear and runs away laughing],Angela
Hey!,Angela
"Wow, you just dive right into it.",Toby
"You know, around age twelve, I just started goin' for it.",Ryan
"[loud noise in bathroom] No! Guh! OW! Awww, help, help me!",Michael
"What, what happened?",Toby
